"狂歡節","狂歡節","Mardi Gras"
"Azawakh","Azawakh","Azawakh"
"絲絨","絲絨","Velvet"
"攜帶","攜帶","Porter"
"丙烯酸塗料","丙烯酸塗料","Acrylic paint"
"擴音器","擴音器","Idiophone"
"馬德里鱷蜥蜴","馬德里鱷蜥蜴","Madrean Alligator Lizard"
"容器","容器","Container"
"廣告","廣告","Advertising"
"媒體播放器","媒體播放器","Media player"
"地峽","地峽","Isthmus"
"土撥鼠日","土撥鼠日","Groundhog day"
"酥皮","酥皮","Meringue"
"激光二極管","激光二極管","Laser diode"
"映山紅","映山紅","Azalea"
"花生醬和果凍三明治","花生醬和果凍三明治","Peanut butter and jelly sandwich"
"ura歌","ura歌","Acura"
"彩繪玻璃","彩繪玻璃","Stained glass"
"種植園","種植園","Plantation"
"雪鐵龍sm","雪鐵龍sm","Citroën sm"
"石材工具","石材工具","Stone tool"
"水仙","水仙","Narcissus"
"雪貂","雪貂","Ferret"
"鵲","鵲","Magpie"
"海龜","海龜","Sea turtle"
"歷史悠久的房子","歷史悠久的房子","Historic house"
"電子儀器","電子儀器","Electronic instrument"
"妖精","妖精","Leprechaun"
"爐","爐","Hearth"
"起泡酒","起泡酒","Sparkling wine"
"足球","足球","Football"
"新聞紙","新聞紙","Newsprint"
"諾斯羅普T-38塔隆","諾斯羅普T-38塔隆","Northrop t-38 talon"
"白鷺","白鷺","Egret"
"塊莖","塊莖","Tuber"
"鹽","鹽","Salting"
"拉克萊特","拉克萊特","Raclette"
"一品紅","一品紅","Poinsettia"
"保溫瓶","保溫瓶","Vacuum flask"
"湖區","湖區","Lake district"
"眼淚","眼淚","Tears"
"國家主權與兒童節","國家主權與兒童節","National sovereignty and children"s day"
"懸崖跳","懸崖跳","Cliff jumping"
"馴鹿","馴鹿","Reindeer"
"日光燈","日光燈","Fluorescent lamp"
"比爾登格","比爾登格","Beardtongue"
"火花塞","火花塞","Spark plug"
"蚌","蚌","Mussel"
"野生動物","野生動物","Wildlife"
"雞形目","雞形目","Galliformes"
"化學合成物","化學合成物","Chemical compound"
"抽煙","抽煙","Rook"
"彈丸","彈丸","Projectile"
"冰島牧羊犬","冰島牧羊犬","Icelandic sheepdog"
"蔗糖","蔗糖","Succotash"
"西葫蘆","西葫蘆","Cucurbita"
"家養短毛貓","家養短毛貓","Domestic short-haired cat"
"俄羅斯藍","俄羅斯藍","Russian blue"
"篝火","篝火","Bonfire"
"鱗翅目","鱗翅目","Lepidopterist"
"羊奶奶酪","羊奶奶酪","Sheep milk cheese"
"鐵匠","鐵匠","Blacksmith"
"摩托車","摩托車","Motor vehicle"
"陶笛","陶笛","Ocarina"
"氣槍","氣槍","Air gun"
"羚羊","羚羊","Gazelle"
"漫畫","漫畫","Comics"
"緊身胸衣","緊身胸衣","Corset"
"蕁麻家庭","蕁麻家庭","Nettle family"
"曼克斯","曼克斯","Manx"
"辛里克","辛里克","Cymric"
"蘇格蘭折","蘇格蘭折","Scottish fold"
"海溝","海溝","Oceanic trench"
"蒙奇金","蒙奇金","Munchkin"
"奧西卡特","奧西卡特","Ocicat"
"Pyronia","Pyronia","Pyronia"
"彈奏鋼琴","彈奏鋼琴","Player piano"
"喜馬拉雅山","喜馬拉雅山","Himalayan"
"德文郡雷克斯","德文郡雷克斯","Devon rex"
"緬甸人","緬甸人","Birman"
"撲克報春花","撲克報春花","Poker primrose"
"方格隊長","方格隊長","Chequered skipper"
"中國新年","中國新年","Chinese new year"
"曼哈頓博士","曼哈頓博士","Dr. Manhattan"
"酒精飲料","酒精飲料","Alcoholic beverage"
"高達奶酪","高達奶酪","Gouda cheese"
"跑車","跑車","Sports car"
"冰山","冰山","Iceberg"
"魚鷹","魚鷹","Osprey"
"消防隊員","消防隊員","Firefighter"
"救護車","救護車","Ambulance"
"緊急服務","緊急服務","Emergency service"
"醫院船","醫院船","Hospital ship"
"消防器材","消防器材","Fire apparatus"
"性玩具","性玩具","Sex toy"
"保鏢","保鏢","Bodyguard"
"撲打","撲打","Swat"
"軍官","軍官","Military officer"
"海岸警衛隊","海岸警衛隊","Coast guard"
"理髮師","理髮師","Barber"
"甲魚","甲魚","Aphantopus"
"寶藏","寶藏","Treasure"
"承認","承認","Reconnaissance"
"福特平托","福特平托","Ford pinto"
"比賽","比賽","Tournament"
"海鳥","海鳥","Seabird"
"紅信封","紅信封","Red envelope"
"共和國p-47雷電","共和國p-47雷電","Republic p-47 thunderbolt"
"商人","商人","Businessperson"
"健行","健行","Hiking"
"西科斯基SH-3海王","西科斯基SH-3海王","Sikorsky sh-3 sea king"
"書","書","Bog"
"長笛演奏家","長笛演奏家","Flautist"
"突擊者","突擊者","Oboist"
"小提琴家","小提琴家","Violist"
"植物病理學","植物病理學","Plant pathology"
"階梯","階梯","Ladder"
"舒特洪德","舒特洪德","Schutzhund"
"凸輪軸","凸輪軸","Camshaft"
"考古遺址","考古遺址","Archaeological site"
"j","j","Vj"
"本托","本托","Bento"
"日本節日","日本節日","Japanese festivals"
"洗衣房","洗衣房","Laundry"
"新年","新年","Osechi"
"火鍋","火鍋","Nabemono"
"味噌湯","味噌湯","Miso soup"
"牙刷","牙刷","Toothbrush"
"日松","日松","Hinamatsuri"
"灌籃高手","灌籃高手","Slam dunk"
"牙膏","牙膏","Toothpaste"
"禦好燒","禦好燒","Okonomiyaki"
"餃子","餃子","Dango"
"Schigo先生","Schigo先生","Shichi-go-san"
"飯糰","飯糰","Rice ball"
"冷豆腐","冷豆腐","Hiyayakko"
"天婦羅","天婦羅","Tempura"
"擁有","擁有","Mochi"
"房間","房間","Soba"
"巴西美食","巴西美食","Brazilian food"
"樣式","樣式","Style"
"注射器","注射器","Syringe"
"蝸殼","蝸殼","Volute"
"索馬里","索馬里","Somali"
"禿鷹","禿鷹","Condor"
"皮斯科","皮斯科","Pisco"
"水槽","水槽","Sink"
"雪鐵龍zx","雪鐵龍zx","Citroën zx"
"雕像","雕像","Statue"
"上郎","上郎","Uirō"
"紅豆湯","紅豆湯","Red bean soup"
"美國短尾貓","美國短尾貓","American bobtail"
"日本短尾貓","日本短尾貓","Japanese bobtail"
"柿裡","柿裡","Kakigōri"
"保時捷卡宴","保時捷卡宴","Porsche cayenne"
"維多利亞時代","維多利亞時代","Victorian"
"彈道背心","彈道背心","Ballistic vest"
"諾斯羅普F-20 Tigershark","諾斯羅普F-20 Tigershark","Northrop f-20 tigershark"
"緊身連衣褲","緊身連衣褲","Leotard"
"蛋酒","蛋酒","Zabaione"
"秋季","秋季","Autumn"
"雜糧麵包","雜糧麵包","Multigrain bread"
"表演藝術","表演藝術","Performance art"
"好像","好像","Leek"
"波音737","波音737","Boeing 737"
"小時","小時","Jam"
"玩具","玩具","Toy"
"車床","車床","Lathe"
"管風琴","管風琴","Pipe organ"
"黑胡椒","黑胡椒","Black pepper"
"軍銜","軍銜","Military rank"
"雲雀","雲雀","Lark"
"苦艾酒","苦艾酒","Absinthe"
"麥當勞道格拉斯DC-10","麥當勞道格拉斯DC-10","Mcdonnell douglas dc-10"
"南瓜派","南瓜派","Pumpkin pie"
"大角","大角","Great horned owl"
"空軍","空軍","Air force"
"先生太棒了","先生太棒了","Mister fantastic"
"音樂弓","音樂弓","Musical bow"
"龐蒂亞克氛圍","龐蒂亞克氛圍","Pontiac vibe"
"芝士漢堡","芝士漢堡","Cheeseburger"
"果凍豆","果凍豆","Jelly bean"
"糖果玉米","糖果玉米","Candy corn"
"麗貝克","麗貝克","Rebec"
"綠鬣蜥","綠鬣蜥","Green iguana"
"T恤衫","T恤衫","T-shirt"
"水生植物","水生植物","Aquatic plant"
"越橘","越橘","Lingonberry"
"波音757","波音757","Boeing 757"
"護衛艦","護衛艦","Corvette"
"如意寶","如意寶","Rooibos"
"柿子","柿子","Persimmon"
"餘輝","餘輝","Afterglow"
"球莖","球莖","Bulbul"
"波音717","波音717","Boeing 717"
"大頭菜","大頭菜","Rutabaga"
"放射學","放射學","Radiology"
"fan","fan","Fan"
"電連接器","電連接器","Electrical connector"
"香蕉家庭","香蕉家庭","Banana family"
"氣墊船","氣墊船","Hovercraft"
"拖拉機","拖拉機","Tractor"
"器官（生物學）","器官（生物學）","Organ (Biology)"
"器官（樂器）","器官（樂器）","Organ (Musical Instrument)"
"Ensete","Ensete","Ensete"
"葡萄牙人的戰爭","葡萄牙人的戰爭","Portuguese man o" war"
"危害盛宴","危害盛宴","Eid al-adha"
"聖誕頌歌","聖誕頌歌","Christmas carol"
"麥當勞道格拉斯AV-8B獵兔犬II","麥當勞道格拉斯AV-8B獵兔犬II","Mcdonnell douglas av-8b harrier ii"
"飛兆共和國A-10雷電II","飛兆共和國A-10雷電II","Fairchild republic a-10 thunderbolt ii"
"洛克希德AC-130","洛克希德AC-130","Lockheed ac-130"
"決鬥","決鬥","Duel"
"一件衣服","一件衣服","One-piece garment"
"護城河","護城河","Moat"
"後","後","Sled"
"睡衣","睡衣","Pajamas"
"氨綸","氨綸","Spandex"
"盒式錄音機","盒式錄音機","Cassette deck"
"波特酒","波特酒","Port wine"
"帽子","帽子","Headgear"
"披風","披風","Cloak"
"運動員","運動員","Athlete"
"酸度計","酸度計","Ph meter"
"cy科","cy科","Procyonidae"
"公園","公園","Parka"
"渦流","渦流","Vortex"
"麥當勞道格拉斯","麥當勞道格拉斯","McDonnell Douglas"
"布里乾酪","布里乾酪","Brie"
"貂","貂","Mink"
"開齋節","開齋節","Eid al-fitr"
"歌劇院","歌劇院","Opera house"
"潑婦","潑婦","Shrew"
"除毛","除毛","Hair removal"
"水族館","水族館","Aquarium"
"剃須","剃須","Shaving"
"克魯姆霍恩","克魯姆霍恩","Crumhorn"
"學生","學生","Student"
"福特金牛座","福特金牛座","Ford taurus"
"碳酸氫鈉","碳酸氫鈉","Sodium bicarbonate"
"旅行","旅行","Travel"
"超級跑車","超級跑車","Supercar"
"地牢","地牢","Dungeon"
"角色扮演","角色扮演","Cosplay"
"長島冰茶","長島冰茶","Long island iced tea"
"蘋果","蘋果","Apple"
"訓練","訓練","Training"
"模擬合成器","模擬合成器","Analog synthesizer"
"兩棲車輛","兩棲車輛","Amphibious vehicle"
"烏冬面","烏冬面","Udon"
"威震天","威震天","Megatron"
"新月","新月","Crescent"
"酸奶","酸奶","Yogurt"
"福特T型","福特T型","Ford model t"
"馬戲團","馬戲團","Circus"
"路口","路口","Intersection"
"岬","岬","Cape"
"九通","九通","Kyūdō"
"複合材料","複合材料","Composite material"
"平安夜","平安夜","Christmas eve"
"混合動力車","混合動力車","Hybrid vehicle"
"中提琴（植物）","中提琴（植物）","Viola (Plant)"
"人類的眼睛","人類的眼睛","Human eye"
"彈藥","彈藥","Ammunition"
"化妝品","化妝品","Cosmetics"
"斑馬線","斑馬線","Zebra crossing"
"碗","碗","Donburi"
"牛d","牛d","Burdock"
"天索巴","天索巴","Tensoba"
"以便","以便","Agar"
"人行橫道","人行橫道","Pedestrian crossing"
"地球日","地球日","Earth day"
"槳","槳","Paddle"
"嗅覺","嗅覺","Olfaction"
"飛機發動機","飛機發動機","Aircraft engine"
"蘋果派","蘋果派","Apple pie"
"擊劍","擊劍","Eskrima"
"爆炸","爆炸","Explosion"
"股票經紀人","股票經紀人","Stockbroker"
"赫迪·古迪","赫迪·古迪","Hurdy gurdy"
"黃銅","黃銅","Brass"
"超輕航空","超輕航空","Ultralight aviation"
"交誼舞","交誼舞","Ballroom dance"
"飛行","飛行","Flight"
"三角形（樂器）","三角形（樂器）","Triangle (Musical Instrument)"
"巴拉克拉瓦","巴拉克拉瓦","Balaclava"
"姜堅果","姜堅果","Ginger nut"
"梅爾巴吐司","梅爾巴吐司","Melba toast"
"雪人","雪人","Snowman"
"果膠","果膠","Pectin"
"骨架（運動）","骨架（運動）","Skeleton (Sport)"
"耶魯","耶魯","Yawl"
"吉祥物","吉祥物","Mascot"
"生物學","生物學","Biology"
"什錦飯","什錦飯","Jambalaya"
"平胸","平胸","Ratite"
"雪莉酒","雪莉酒","Sherry"
"碳","碳","Carbon"
"三葉草","三葉草","Shamrock"
"洛克希德C-5星系","洛克希德C-5星系","Lockheed c-5 galaxy"
"項目","項目","Project"
"捻","捻","Twist"
"核桃","核桃","Walnut"
"斜拉橋","斜拉橋","Cable-stayed bridge"
"座艙","座艙","Cockpit"
"隧道","隧道","Tunnel"
"啤酒","啤酒","Beer"
"啤酒廠","啤酒廠","Brewery"
"麥太","麥太","Mai tai"
"文件","文件","Document"
"坐著","坐著","Sitting"
"轟炸機","轟炸機","Bomber"
"馬林","馬林","Marlin"
"罌粟","罌粟","Poppy"
"土星","土星","Saturn"
"筷子","筷子","Chopsticks"
"動畫師","動畫師","Animator"
"元旦","元旦","New Years Day"
"旅行拖車","旅行拖車","Travel trailer"
"人鬍鬚","人鬍鬚","Human beard"
"搖擺（舞蹈）","搖擺（舞蹈）","Swing (Dance)"
"來電顯示","來電顯示","Caller id"
"蚜蟲","蚜蟲","Aphids"
"佛陀佛","佛陀佛","Gautama buddha"
"昆蟲","昆蟲","Pepeke nguturoa"
"Stratovolcano","Stratovolcano","Stratovolcano"
"橋","橋","Bridge"
"綠龍","綠龍","Green dragon"
"極樂鳥","極樂鳥","Bird-of-paradise"
"日本甲蟲","日本甲蟲","Japanese beetle"
"烏鴉狀鳥","烏鴉狀鳥","Crow-like bird"
"辮狀河","辮狀河","Braided river"
"棋盤遊戲","棋盤遊戲","Board game"
"灰塵","灰塵","Dust"
"唱歌","唱歌","Singing"
"珠子","珠子","Bead"
"褲襪","褲襪","Tights"
"洛克希德p-3獵戶座","洛克希德p-3獵戶座","Lockheed p-3 orion"
"我看著他","我看著他","Kimjongilia"
"未來","未來","Future"
"鳥","鳥","Bird"
"大灰貓頭鷹","大灰貓頭鷹","Great grey owl"
"停車收費表","停車收費表","Parking meter"
"公用電話","公用電話","Payphone"
"紅綠燈","紅綠燈","Traffic light"
"現代藝術","現代藝術","Modern art"
"菊苣","菊苣","Chicory"
"月桂葉","月桂葉","Bay leaf"
"結婚戒指","結婚戒指","Wedding ring"
"水資源","水資源","Water resources"
"石油鑽機","石油鑽機","Oil rig"
"測距儀","測距儀","Rangefinder"
"小s","小s","Brassicales"
"山毛櫸","山毛櫸","Beech"
"沙拉三明治","沙拉三明治","Falafel"
"下巴","下巴","Barbie"
"歐元蘭開斯特","歐元蘭開斯特","Avro lancaster"
"菜花","菜花","Cauliflower"
"阻塞","阻塞","Clog"
"牛角包","牛角包","Croissant"
"黃瓜","黃瓜","Cucumber"
"蘿蔔","蘿蔔","Radish"
"無線電鐘","無線電鐘","Radio clock"
"台球","台球","Billiards"
"飛機（Plant）","飛機（Plant）","Plane (Plant)"
"非洲灰","非洲灰","African grey"
"噴氣式飛機","噴氣式飛機","Jet aircraft"
"空客A320系列","空客A320系列","Airbus a320 family"
"空中客車A330","空中客車A330","Airbus a330"
"脫掉","脫掉","Takeoff"
"食用色素","食用色素","Food coloring"
"空客","空客","Airbus"
"金屬探測器","金屬探測器","Metal detector"
"跑道（航空）","跑道（航空）","Runway (Aviation)"
"指根","指根","Fingerroot"
"握手","握手","Handshake"
"手牽著手","手牽著手","Holding hands"
"烏拉瑪","烏拉瑪","Ulama"
"毛巾","毛巾","Towel"
"漂流","漂流","Rafting"
"海帶","海帶","Kelp"
"彩彈射擊","彩彈射擊","Paintball"
"火烈鳥","火烈鳥","Flamingo"
"鱷梨","鱷梨","Avocado"
"管狀鐘","管狀鐘","Tubular bell"
"甜酒","甜酒","Mulled wine"
"有氧運動","有氧運動","Aerobics"
"公園","公園","Park"
"皮澤爾","皮澤爾","Pizzelle"
"蝴蝶乳草","蝴蝶乳草","Butterfly milkweed"
"娃娃","娃娃","Doll"
"隊","隊","Squad"
"軍士","軍士","Non-commissioned officer"
"比目魚","比目魚","Halibut"
"廠","廠","Factory"
"河三角洲","河三角洲","River delta"
"豆腐","豆腐","Agedashi tofu"
"DA師","DA師","Dashi"
"手機","手機","Smartphone"
"好的","好的","Okay"
"荊棘","荊棘","Bramble"
"碎石","碎石","Gravel"
"沙布杜什","沙布杜什","Shadbush"
"煎蛋捲","煎蛋捲","Omelette"
"臥式自行車","臥式自行車","Recumbent bicycle"
"冰屋","冰屋","Igloo"
"圓頂（建築）","圓頂（建築）","Dome (Architecture)"
"葡萄園","葡萄園","Vineyard"
"畢業","畢業","Graduation"
"儀式","儀式","Ceremony"
"成人","成人","Adult"
"福音音樂","福音音樂","Gospel music"
"土撥鼠","土撥鼠","Groundhog"
"泉東","泉東","Quandong"
"生澀的","生澀的","Jerky"
"海山","海山","Seamount"
"瓷","瓷","Porcelain"
"牛仔","牛仔","Cowboy"
"教授","教授","Professor"
"道格拉斯DC-3","道格拉斯DC-3","Douglas dc-3"
"莉莉一家","莉莉一家","Lily family"
"巧克力牛奶","巧克力牛奶","Chocolate milk"
"編輯中","編輯中","Editing"
"柏油碎石","柏油碎石","Tarmac"
"老師","老師","Guru"
"桑","桑","Mulberry"
"assa","assa","Sassafras"
"旅行車","旅行車","Station wagon"
"手銬","手銬","Handcuffs"
"熟食","熟食","Delicatessen"
"退伍軍人節","退伍軍人節","Veterans day"
"光度計","光度計","Light meter"
"眼鏡王蛇","眼鏡王蛇","King cobra"
"頭骨","頭骨","Skull"
"花雞","花雞","Brambling"
"福特英格蘭","福特英格蘭","Ford anglia"
"排版","排版","Typesetting"
"形狀","形狀","Shape"
"枝條","枝條","Twig"
"沼澤","沼澤","Marsh"
"普羅旺斯草藥","普羅旺斯草藥","Herbes de provence"
"快樂","快樂","Happy"
"布扎卡西","布扎卡西","Buzkashi"
"鐮子湖","鐮子湖","Kamaboko"
"花瓣","花瓣","Petal"
"絨面革","絨面革","Suede"
"瓜","瓜","Melon"
"菠菜","菠菜","Spinach"
"露莓","露莓","Dewberry"
"雛菊花","雛菊花","Margarita"
"糧食","糧食","Grain"
"聖帕特里克節","聖帕特里克節","Saint patrick"s day"
"杜松","杜松","Juniper"
"聖灰星期三","聖灰星期三","Ash Wednesday"
"旺季週四","旺季週四","Maundy thursday"
"聖誕賀卡","聖誕賀卡","Christmas card"
"筆記本","筆記本","Notebook"
"博美犬","博美犬","Pomeranian"
"哈巴狗","哈巴狗","Pug"
"逮捕","逮捕","Arrest"
"水手","水手","Sailor"
"雲杉","雲杉","Spruce"
"冷杉","冷杉","Fir"
"山楂樹","山楂樹","Hawthorn"
"減震器","減震器","Shock absorber"
"輻","輻","Spoke"
"香武","香武","Shiitake"
"健身房","健身房","Gym"
"吉普賽蛾","吉普賽蛾","Gypsy moth"
"創作歌手","創作歌手","Singer-songwriter"
"公共事業","公共事業","Public utility"
"番石榴","番石榴","Guava"
"倡導","倡導","Advocacy"
"聖誕場景","聖誕場景","Nativity scene"
"山貓","山貓","Bobcat"
"圖亞","圖亞","Thuya"
"小馬丁·路德·金","小馬丁·路德·金","Martin Luther King Jr. Day"
"教堂","教堂","Chapel"
"陽台","陽台","Balcony"
"醋栗","醋栗","Gooseberry"
"坐墊","坐墊","Cushion"
"Washing machine","Washing machine","Washing machine"
"乾洗","乾洗","Dry cleaning"
"手套","手套","Glove"
"黑膠唱片","黑膠唱片","Vinyl record"
"膽量","膽量","Guts"
"蜱","蜱","Tick"
"襪","襪","Stocking"
"帶","帶","Belt"
"豐田Celica","豐田Celica","Toyota celica"
"浦昌","浦昌","Pouchong"
"Plaid","Plaid","Plaid"
"設得蘭群島小馬","設得蘭群島小馬","Shetland pony"
"聖誕餅乾","聖誕餅乾","Christmas cracker"
"三輪車","三輪車","Tricycle"
"波音","波音","Boeing"
"DVD播放機","DVD播放機","Dvd player"
"Lockheed t-33","Lockheed t-33","Lockheed t-33"
"Akvavit","Akvavit","Akvavit"
"膠帶","膠帶","Gaffer tape"
"Airsoft","Airsoft","Airsoft"
"小麥啤酒","小麥啤酒","Wheat beer"
"Lens flare","Lens flare","Lens flare"
"焦糖布丁","焦糖布丁","Crème brûlée"
"二重唱","二重唱","Duet"
"鎂汽車","鎂汽車","Mg cars"
"果蠅","果蠅","Drosophila melanogaster"
"Bonsai","Bonsai","Bonsai"
"質子","質子","Proton"
"腦","腦","Brain"
"實驗室","實驗室","Laboratory"
"Single malt scotch whisky","Single malt scotch whisky","Single malt scotch whisky"
"Flight attendant","Flight attendant","Flight attendant"
"Dosa","Dosa","Dosa"
"大家電","大家電","Major appliance"
"塞斯納172","塞斯納172","Cessna 172"
"日產天際線GT-R","日產天際線GT-R","Nissan skyline gt-r"
"香芹籽","香芹籽","Caraway"
"茴香","茴香","Fennel"
"Biography","Biography","Biography"
"Balinese","Balinese","Balinese"
"Norwegian forest cat","Norwegian forest cat","Norwegian forest cat"
"Sunglasses","Sunglasses","Sunglasses"
"尼伯龍","尼伯龍","Nebelung"
"B-boying","B-boying","B-boying"
"Tattoo machine","Tattoo machine","Tattoo machine"
"Action figure","Action figure","Action figure"
"Beacon","Beacon","Beacon"
"Posset","Posset","Posset"
"Unicycle trials","Unicycle trials","Unicycle trials"
"Pachyrhizus","Pachyrhizus","Pachyrhizus"
"Lentil","Lentil","Lentil"
"Nordic skiing","Nordic skiing","Nordic skiing"
"Infrastructure","Infrastructure","Infrastructure"
"Caffeine","Caffeine","Caffeine"
"Samoyed","Samoyed","Samoyed"
"Maypole","Maypole","Maypole"
"American eskimo dog","American eskimo dog","American eskimo dog"
"Waterway","Waterway","Waterway"
"Zombie (Drink)","Zombie (Drink)","Zombie (Drink)"
"餅乾","餅乾","Cracker"
"Silver Maple","Silver Maple","Silver Maple"
"Black maple","Black maple","Black maple"
"Viking ships","Viking ships","Viking ships"
"Telemark skiing","Telemark skiing","Telemark skiing"
"Polikarpov i-16","Polikarpov i-16","Polikarpov i-16"
"Incense","Incense","Incense"
"Mesoamerican ballgame","Mesoamerican ballgame","Mesoamerican ballgame"
"Bank (Building)","Bank (Building)","Bank (Building)"
"Patriarch","Patriarch","Patriarch"
"Chameleon","Chameleon","Chameleon"
"Videocassette recorder","Videocassette recorder","Videocassette recorder"
"Prescription drug","Prescription drug","Prescription drug"
"Pedestrian","Pedestrian","Pedestrian"
"Dombra","Dombra","Dombra"
"Ferris wheel","Ferris wheel","Ferris wheel"
"Amusement ride","Amusement ride","Amusement ride"
"Panorama","Panorama","Panorama"
"Boiler","Boiler","Boiler"
"Airedale terrier","Airedale terrier","Airedale terrier"
"Sea anemone","Sea anemone","Sea anemone"
"Salsa","Salsa","Salsa"
"Pomacanthidae","Pomacanthidae","Pomacanthidae"
"Pomacentridae","Pomacentridae","Pomacentridae"
"Maple sugar","Maple sugar","Maple sugar"
"Terrier","Terrier","Terrier"
"Songkran","Songkran","Songkran"
"French toast","French toast","French toast"
"Toast","Toast","Toast"
"Small appliance","Small appliance","Small appliance"
"Dal","Dal","Dal"
"Boysenberry","Boysenberry","Boysenberry"
"Scent hound","Scent hound","Scent hound"
"Dornier do 17","Dornier do 17","Dornier do 17"
"Neighbourhood","Neighbourhood","Neighbourhood"
"Wetsuit","Wetsuit","Wetsuit"
"Bodyboarding","Bodyboarding","Bodyboarding"
"Suet","Suet","Suet"
"Mustard and cabbage family","Mustard and cabbage family","Mustard and cabbage family"
"Bull riding","Bull riding","Bull riding"
"Rodeo clown","Rodeo clown","Rodeo clown"
"Martin b-10","Martin b-10","Martin b-10"
"Shetland sheepdog","Shetland sheepdog","Shetland sheepdog"
"Outer space","Outer space","Outer space"
"North american f-86 sabre","North american f-86 sabre","North american f-86 sabre"
"Vizsla","Vizsla","Vizsla"
"Pond","Pond","Pond"
"Moss","Moss","Moss"
"Hitting a ball","Hitting a ball","Hitting a ball"
"Baked beans","Baked beans","Baked beans"
"Eagle scout","Eagle scout","Eagle scout"
"Steamboat","Steamboat","Steamboat"
"Eton wall game","Eton wall game","Eton wall game"
"Tripe","Tripe","Tripe"
"Pepperoni","Pepperoni","Pepperoni"
"Salami","Salami","Salami"
"Sauerkraut","Sauerkraut","Sauerkraut"
"Kimchi","Kimchi","Kimchi"
"Knödel","Knödel","Knödel"
"Churro","Churro","Churro"
"Snails and slugs","Snails and slugs","Snails and slugs"
"Rhodesian ridgeback","Rhodesian ridgeback","Rhodesian ridgeback"
"Hurdling","Hurdling","Hurdling"
"Teriyaki","Teriyaki","Teriyaki"
"Mirin","Mirin","Mirin"
"Comedian","Comedian","Comedian"
"Sōmen","Sōmen","Sōmen"
"Brigantine","Brigantine","Brigantine"
"Sport kite","Sport kite","Sport kite"
"Devilock","Devilock","Devilock"
"Five-pin bowling","Five-pin bowling","Five-pin bowling"
"Brig","Brig","Brig"
"Cooking show","Cooking show","Cooking show"
"Banjo","Banjo","Banjo"
"Ski resort","Ski resort","Ski resort"
"Plan","Plan","Plan"
"Baseball","Baseball","Baseball"
"Baseball positions","Baseball positions","Baseball positions"
"Watercolor paint","Watercolor paint","Watercolor paint"
"Teppanyaki","Teppanyaki","Teppanyaki"
"Takoyaki","Takoyaki","Takoyaki"
"Pharmaceutical drug","Pharmaceutical drug","Pharmaceutical drug"
"Arena","Arena","Arena"
"Clipboard","Clipboard","Clipboard"
"Daikon","Daikon","Daikon"
"Boeing 2707","Boeing 2707","Boeing 2707"
"Cart","Cart","Cart"
"Ground attack aircraft","Ground attack aircraft","Ground attack aircraft"
"Sand dollar","Sand dollar","Sand dollar"
"Airbus a380","Airbus a380","Airbus a380"
"Swamp maple","Swamp maple","Swamp maple"
"Choreography","Choreography","Choreography"
"Black oak","Black oak","Black oak"
"Wide-body aircraft","Wide-body aircraft","Wide-body aircraft"
"Optometry","Optometry","Optometry"
"Danish pastry","Danish pastry","Danish pastry"
"Wild ginger","Wild ginger","Wild ginger"
"Groundcover","Groundcover","Groundcover"
"Service","Service","Service"
"Competition","Competition","Competition"
"Holly","Holly","Holly"
