"阿富汗獵犬","阿富汗獵犬","Afghan hound"
"球隊","球隊","Team","球隊","團隊","隊","團體","班組","班","聯合","統一"
"豬油","豬油","Lard","豬油"
"黃蜂","黃蜂","Vespa"
"狂歡節","狂歡節","Mardi Gras"
"Azawakh","Azawakh","Azawakh"
"絲絨","絲絨","Velvet","絲絨","絨","品藍"
"攜帶","攜帶","Porter"
"丙烯酸塗料","丙烯酸塗料","Acrylic paint"
"擴音器","擴音器","Idiophone"
"馬德里鱷蜥蜴","馬德里鱷蜥蜴","Madrean Alligator Lizard"
"容器","容器","Container","容器","集裝箱","箱","箱子","籠","盂","盦"
"廣告","廣告","Advertising","廣告","做廣告","廣告的"
"媒體播放器","媒體播放器","Media player"
"地峽","地峽","Isthmus","地峽"
"土撥鼠日","土撥鼠日","Groundhog day"
"酥皮","酥皮","Meringue"
"激光二極管","激光二極管","Laser diode","激光二極管"
"映山紅","映山紅","Azalea","映山紅"
"花生醬和果凍三明治","花生醬和果凍三明治","Peanut butter and jelly sandwich"
"浦那歌","浦那歌","Acura"
"彩繪玻璃","彩繪玻璃","Stained glass"
"種植園","種植園","Plantation","森林","運用","農園"
"雪鐵龍sm","雪鐵龍sm","Citroën sm"
"石材工具","石材工具","Stone tool"
"水仙","水仙","Narcissus"
"雪貂","雪貂","Ferret"
"鵲","鵲","Magpie","鵲","鴿的一種","話多的人"
"海龜","海龜","Sea turtle","海龜","黿","鼇","鰲"
"歷史悠久的房子","歷史悠久的房子","Historic house"
"電子儀器","電子儀器","Electronic instrument"
"妖精","妖精","Leprechaun"
"爐","爐","Hearth","爐","爐邊","爐床"
"起泡酒","起泡酒","Sparkling wine","起泡葡萄酒"
"足球","足球","Football","足球","橄欖球"
"新聞紙","新聞紙","Newsprint","報紙","白報紙"
"諾斯羅普T-38塔隆","諾斯羅普T-38塔隆","Northrop t-38 talon"
"白鷺","白鷺","Egret"
"塊莖","塊莖","Tuber","塊根","苓"
"鹽","鹽","Salting","鹽"
"拉克萊特","拉克萊特","Raclette"
"一品紅","一品紅","Poinsettia"
"保溫瓶","保溫瓶","Vacuum flask","熱水瓶"
"湖區","湖區","Lake district"
"眼淚","眼淚","Tears","撕","撕破","撕毀","扯","拆","擘","撦","捩","趕快","淚","眼淚","淚水","涕","洞","窟窿"
"國家主權與兒童節","國家主權與兒童節",'''"National sovereignty and children''''s day"'''
"懸崖跳","懸崖跳","Cliff jumping"
"馴鹿","馴鹿","Reindeer","馴鹿"
"日光燈","日光燈","Fluorescent lamp","日光燈"
"比爾登格","比爾登格","Beardtongue"
"火花塞","火花塞","Spark plug"
"蚌","蚌","Mussel","蚌","蟶","蜊","殼菜"
"野生動物","野生動物","Wildlife"
"雞形目","雞形目","Galliformes"
"化學合成物","化學合成物","Chemical compound"
"抽煙","抽煙","Rook"
"彈丸","彈丸","Projectile","拋射物","發射体","發射的"
"冰島牧羊犬","冰島牧羊犬","Icelandic sheepdog"
"蔗糖","蔗糖","Succotash"
"西葫蘆","西葫蘆","Cucurbita"
"家養短毛貓","家養短毛貓","Domestic short-haired cat"
"俄羅斯藍","俄羅斯藍","Russian blue"
"篝火","篝火","Bonfire","篝火","烽火","烽"
"鱗翅目","鱗翅目","Lepidopterist"
"羊奶奶酪","羊奶奶酪","Sheep milk cheese"
"鐵匠","鐵匠","Blacksmith","鐵匠","鍛工","鐵工"
"摩托車","摩托車","Motor vehicle"
"陶笛","陶笛","Ocarina"
"氣槍","氣槍","Air gun","氣槍","鳥槍"
"羚羊","羚羊","Gazelle","羚羊"
"漫畫","漫畫","Comics","滑稽演員"
"緊身胸衣","緊身胸衣","Corset"
"蕁麻家庭","蕁麻家庭","Nettle family"
"曼克斯","曼克斯","Manx"
"其他","其他","Cymric"
"蘇格蘭折","蘇格蘭折","Scottish fold"
"海溝","海溝","Oceanic trench","海溝"
"蒙奇金","蒙奇金","Munchkin"
"奧西卡特","奧西卡特","Ocicat"
"Pyronia","Pyronia","Pyronia"
"彈奏鋼琴","彈奏鋼琴","Player piano"
"喜馬拉雅山","喜馬拉雅山","Himalayan"
"德文郡雷克斯","德文郡雷克斯","Devon rex"
"緬甸人","緬甸人","Birman"
"撲克報春花","撲克報春花","Poker primrose"
"方格隊長","方格隊長","Chequered skipper"
"中國新年","中國新年","Chinese new year","春節"
"曼哈頓博士","曼哈頓博士","Dr. Manhattan"
"酒精飲料","酒精飲料","Alcoholic beverage"
"高達奶酪","高達奶酪","Gouda cheese"
"跑車","跑車","Sports car"
"冰山","冰山","Iceberg","冰山","流冰"
"魚鷹","魚鷹","Osprey","魚鷹","鶚","雎"
"消防隊員","消防隊員","Firefighter","消防隊員"
"救護車","救護車","Ambulance","救護車","戰時流動醫院"
"緊急服務","緊急服務","Emergency service"
"醫院船","醫院船","Hospital ship"
"消防器材","消防器材","Fire apparatus"
"性玩具","性玩具","Sex toy"
"保鏢","保鏢","Bodyguard","保鏢","衛士","護衛","保鑣","衛兵"
"撲打","撲打","Swat","撲打","長打","長打"
"軍官","軍官","Military officer"
"海岸警衛隊","海岸警衛隊","Coast guard"
"理髮師","理髮師","Barber","理髮師"
"甲魚","甲魚","Aphantopus"
"寶藏","寶藏","Treasure","寶","寶物","珍寶","寶貝","珍品","珍","心愛","琛","珍視","珍重","珍愛","寶貴","愛惜","愛護","愛","銘記","寶重","寶愛"
"承認","承認","Reconnaissance"
"福特平托","福特平托","Ford pinto"
"比賽","比賽","Tournament","比賽","競技","競爭"
"海鳥","海鳥","Seabird"
"紅信封","紅信封","Red envelope"
"共和國p-47雷電","共和國p-47雷電","Republic p-47 thunderbolt"
"商人","商人","Businessperson"
"健行","健行","Hiking","徒步旅行"
"西科斯基SH-3海王","西科斯基SH-3海王","Sikorsky sh-3 sea king"
"書","書","Bog"
"長笛演奏家","長笛演奏家","Flautist"
"突擊者","突擊者","Oboist"
"小提琴家","小提琴家","Violist"
"植物病理學","植物病理學","Plant pathology"
"階梯","階梯","Ladder","階梯","梯子","梯"
"舒特洪德","舒特洪德","Schutzhund"
"凸輪軸","凸輪軸","Camshaft"
"考古遺址","考古遺址","Archaeological site"
"Ĵ","Ĵ","Vj"
"本托","本托","Bento"
"日本節日","日本節日","Japanese festivals"
"洗衣房","洗衣房","Laundry","洗衣店","濯"
"新年","新年","Osechi"
"火鍋","火鍋","Nabemono"
"味噌湯","味噌湯","Miso soup"
"牙刷","牙刷","Toothbrush","牙刷"
"久松","久松","Hinamatsuri"
"灌籃高手","灌籃高手","Slam dunk"
"牙膏","牙膏","Toothpaste","牙膏"
"禦好燒","禦好燒","Okonomiyaki"
"餃子","餃子","Dango"
"Schigo先生","Schigo先生","Shichi-go-san"
"飯糰","飯糰","Rice ball"
"冷豆腐","冷豆腐","Hiyayakko"
"天婦羅","天婦羅","Tempura"
"擁有","擁有","Mochi"
"房間","房間","Soba"
"巴西美食","巴西美食","Brazilian food"
"樣式","樣式","Style","樣式","風格","式","類型","方式","作風","風","式樣","格調","氣派","體","體例","格","派頭","派","筆調","優雅","試樣","命名","起名"
"注射器","注射器","Syringe","注射器","注射","衝洗","注洗"
"蝸殼","蝸殼","Volute"
"索馬里","索馬里","Somali","索馬裡"
"禿鷹","禿鷹","Condor","禿鷹","鷲","美洲兀鷹"
"皮斯科","皮斯科","Pisco"
"水槽","水槽","Sink","水槽","水池","溝渠","洗滌槽","下沉","沉","沉沒","沉落","陷","塌陷","沉陷","塌","沒","下落","淪","淊"
"雪鐵龍zx","雪鐵龍zx","Citroën zx"
"雕像","雕像","Statue","雕像","塑像"
"治郎","治郎","Uirō"
"紅豆湯","紅豆湯","Red bean soup"
"美國短尾貓","美國短尾貓","American bobtail"
"日本短尾貓","日本短尾貓","Japanese bobtail"
"柿裡","柿裡","Kakigōri"
"保時捷卡宴","保時捷卡宴","Porsche cayenne"
"維多利亞時代","維多利亞時代","Victorian"
"彈道背心","彈道背心","Ballistic vest"
"諾斯羅普F-20 Tigershark","諾斯羅普F-20 Tigershark","Northrop f-20 tigershark"
"緊身連衣褲","緊身連衣褲","Leotard"
"蛋酒","蛋酒","Zabaione"
"秋季","秋季","Autumn","秋季","秋","秋天","秋令"
"雜糧麵包","雜糧麵包","Multigrain bread"
"表演藝術","表演藝術","Performance art"
"好像","好像","Leek"
"波音737","波音737","Boeing 737"
"小時","小時","Jam"
"玩具","玩具","Toy","玩具","玩物","玩","玩弄","玩具的"
"車床","車床","Lathe","車床","車"
"管風琴","管風琴","Pipe organ"
"黑胡椒","黑胡椒","Black pepper"
"軍銜","軍銜","Military rank"
"雲雀","雲雀","Lark","雲雀","歡樂","鴒","百鴒","說著玩","開玩笑","說笑話"
"苦艾酒","苦艾酒","Absinthe"
"麥當勞道格拉斯DC-10","麥當勞道格拉斯DC-10","Mcdonnell douglas dc-10"
"南瓜派","南瓜派","Pumpkin pie"
"大角owl","大角owl","Great horned owl"
"空軍","空軍","Air force","空軍","空防","陸海空三軍"
"先生太棒了","先生太棒了","Mister fantastic"
"音樂弓","音樂弓","Musical bow"
"龐蒂亞克氛圍","龐蒂亞克氛圍","Pontiac vibe"
"芝士漢堡","芝士漢堡","Cheeseburger","乳酪漢堡"
"果凍豆","果凍豆","Jelly bean"
"糖果玉米","糖果玉米","Candy corn"
"麗貝克","麗貝克","Rebec"
"綠鬣蜥","綠鬣蜥","Green iguana"
"T恤衫","T恤衫","T-shirt","短袖汗衫","T恤衫","體恤衫","汗衫"
"水生植物","水生植物","Aquatic plant"
"越橘","越橘","Lingonberry"
"波音757","波音757","Boeing 757"
"護衛艦","護衛艦","Corvette"
"如意寶","如意寶","Rooibos"
"柿子","柿子","Persimmon","柿子","柿"
"餘輝","餘輝","Afterglow","餘輝","霞","熒"
"球莖","球莖","Bulbul"
"波音717","波音717","Boeing 717"
"大頭菜","大頭菜","Rutabaga"
"放射學","放射學","Radiology","放射線學"
"凡","凡","Fan"
"電連接器","電連接器","Electrical connector"
"香蕉家庭","香蕉家庭","Banana family"
"氣墊船","氣墊船","Hovercraft","氣墊船"
"拖拉機","拖拉機","Tractor","拖拉机","鐵牛","拖曳機"
"器官","器官","Organ (Biology)"
"器官","器官","Organ (Musical Instrument)"
"Ensete","Ensete","Ensete"
"葡萄牙人的戰爭","葡萄牙人的戰爭",'''"Portuguese man o'''' war"'''
"惡作劇盛宴","惡作劇盛宴","Eid al-adha"
"聖誕頌歌","聖誕頌歌","Christmas carol"
"麥當勞道格拉斯AV-8B獵兔犬II","麥當勞道格拉斯AV-8B獵兔犬II","Mcdonnell douglas av-8b harrier ii"
"飛兆共和國A-10雷電II","飛兆共和國A-10雷電II","Fairchild republic a-10 thunderbolt ii"
"洛克希德AC-130","洛克希德AC-130","Lockheed ac-130"
"決鬥","決鬥","Duel","決鬥","決鬥"
"一件衣服","一件衣服","One-piece garment"
"護城河","護城河","Moat","護城河","壕溝","壕","塹","淢"
"後","後","Sled"
"睡衣","睡衣","Pajamas","睡衣"
"氨綸","氨綸","Spandex","斯潘德克斯彈性纖維"
"盒式錄音機","盒式錄音機","Cassette deck"
"波特酒","波特酒","Port wine"
"帽子","帽子","Headgear","帽子","頭戴受話器"
"披風","披風","Cloak","披風","斗篷","大衣","氅","遮掩","隱秘"
"運動員","運動員","Athlete","運動員","選手","運動家","田徑運動員"
"酸度計","酸度計","Ph meter"
"cy科","cy科","Procyonidae"
"公園","公園","Parka"
"渦流","渦流","Vortex","渦流","渦旋"
"麥當勞道格拉斯","麥當勞道格拉斯","McDonnell Douglas"
"布里乾酪","布里乾酪","Brie","布里乾酪"
"貂","貂","Mink","貂","貂皮"
"開齋節","開齋節","Eid al-fitr"
"歌劇院","歌劇院","Opera house","歌劇院"
"潑婦","潑婦","Shrew","潑婦","母老虎","雌老虎"
"除毛","除毛","Hair removal"
"水族館","水族館","Aquarium","水族館","養魚池"
"剃須","剃須","Shaving","刮"
"克魯姆霍恩","克魯姆霍恩","Crumhorn"
"學生","學生","Student","學生","生","學員"
"福特金牛座","福特金牛座","Ford taurus"
"碳酸氫鈉","碳酸氫鈉","Sodium bicarbonate"
"旅行","旅行","Travel","旅行","旅遊","行程","遊","旅","遊","行駛","行","遨遊","遊歷","跋","遨","迋","羇"
"超級跑車","超級跑車","Supercar"
"地牢","地牢","Dungeon"
"角色扮演","角色扮演","Cosplay"
"長島冰茶","長島冰茶","Long island iced tea"
"蘋果","蘋果","Apple","蘋果","蘋"
"訓練","訓練","Training","訓練","練習","修養","摔打","學習的","教學的","教務的"
"模擬合成器","模擬合成器","Analog synthesizer"
"兩棲車輛","兩棲車輛","Amphibious vehicle"
"烏冬面","烏冬面","Udon"
"威震天","威震天","Megatron"
"新月","新月","Crescent","新月","朏","鐮刀狀的"
"酸奶","酸奶","Yogurt","酸奶"
"福特T型","福特T型","Ford model t"
"馬戲團","馬戲團","Circus","馬戲團","馬戲"
"路口","路口","Intersection","路口","馬路口"
"岬","岬","Cape","岬","披肩","角","海角","帔"
"九通","九通","Kyūdō"
"複合材料","複合材料","Composite material"
"平安夜","平安夜","Christmas eve"
"混合動力車","混合動力車","Hybrid vehicle"
"中提琴","中提琴","Viola (Plant)"
"人類的眼睛","人類的眼睛","Human eye"
"彈藥","彈藥","Ammunition","彈藥","軍火"
"化妝品","化妝品","Cosmetics","脂粉"
"斑馬線","斑馬線","Zebra crossing","斑馬線"
"碗","碗","Donburi"
"牛d","牛d","Burdock","蒡"
"天索巴","天索巴","Tensoba"
"以便","以便","Agar"
"人行橫道","人行橫道","Pedestrian crossing","行人過街"
"地球日","地球日","Earth day"
"槳","槳","Paddle","槳","劃槳","短槳","明輪翼","槳","划","撫弄"
"嗅覺","嗅覺","Olfaction"
"飛機發動機","飛機發動機","Aircraft engine","航空發動機"
"蘋果派","蘋果派","Apple pie","苹果餅"
"擊劍","擊劍","Eskrima"
"爆炸","爆炸","Explosion","爆炸","轟"
"股票經紀人","股票經紀人","Stockbroker"
"赫迪·古迪","赫迪·古迪","Hurdy gurdy"
"黃銅","黃銅","Brass","黃銅","鍍以黃銅","黃銅制品","黃銅的","鍍以黃銅"
"超輕航空","超輕航空","Ultralight aviation"
"交誼舞","交誼舞","Ballroom dance"
"飛行","飛行","Flight","飛行","航班","航程","潰逃","潰逃"
"三角形","三角形","Triangle (Musical Instrument)"
"巴拉克拉瓦","巴拉克拉瓦","Balaclava"
"姜堅果","姜堅果","Ginger nut"
"梅爾巴吐司","梅爾巴吐司","Melba toast"
"雪人","雪人","Snowman","雪人"
"果膠","果膠","Pectin"
"骨架","骨架","Skeleton (Sport)"
"耶魯","耶魯","Yawl"
"吉祥物","吉祥物","Mascot","吉祥物","福神"
"生物學","生物學","Biology","生物學"
"什錦飯","什錦飯","Jambalaya"
"平胸","平胸","Ratite"
"雪莉酒","雪莉酒","Sherry","雪利酒"
"碳","碳","Carbon","碳","炭","複寫紙","碳精"
"三葉草","三葉草","Shamrock","酢漿草"
"洛克希德C-5星系","洛克希德C-5星系","Lockheed c-5 galaxy"
"項目","項目","Project","項目","工程","計劃","投射","預測","計劃","放映","發射","預報","表達"
"捻","捻","Twist","撚","擰","絞","搓","歪曲","蜷曲","曲解","盤","折","扭傷","紆","搓揉","捩","搖","閃","渦狀形","蜷局","擰","綯","拳曲"
"核桃","核桃","Walnut","核桃","胡桃"
"斜拉橋","斜拉橋","Cable-stayed bridge"
"座艙","座艙","Cockpit","座艙"
"隧道","隧道","Tunnel","隧道","地道","隧","坑道","坑"
"啤酒","啤酒","Beer","啤酒","啤"
"啤酒廠","啤酒廠","Brewery","酒廠","釀酒廠","槽坊"
"麥耳","麥耳","Mai tai"
"文件","文件","Document","文件","文獻","議案"
"坐著","坐著","Sitting","坐"
"轟炸機","轟炸機","Bomber","轟炸機","轟炸員"
"馬林","馬林","Marlin"
"罌粟","罌粟","Poppy","罌粟","虞美人"
"土星","土星","Saturn"
"筷子","筷子","Chopsticks","筷子","筷","箸"
"動畫師","動畫師","Animator","鼓舞者","賦与生气者","動畫制作者"
"元旦","元旦","New Years Day"
"旅行拖車","旅行拖車","Travel trailer"
"人鬍鬚","人鬍鬚","Human beard"
"搖擺","搖擺","Swing (Dance)"
"來電顯示","來電顯示","Caller id"
"蚜蟲","蚜蟲","Aphids","蚜","蚜蟲"
"佛陀佛","佛陀佛","Gautama buddha"
"昆蟲","昆蟲","Pepeke nguturoa"
"Stratovolcano","Stratovolcano","Stratovolcano"
"橋","橋","Bridge","橋","橋樑","梁","礄","橋接器","架橋","渡過"
"綠龍","綠龍","Green dragon"
"極樂鳥","極樂鳥","Bird-of-paradise","極樂鳥"
"日本甲蟲","日本甲蟲","Japanese beetle"
"烏鴉狀鳥","烏鴉狀鳥","Crow-like bird"
"辮狀河","辮狀河","Braided river"
"棋盤遊戲","棋盤遊戲","Board game"
"灰塵","灰塵","Dust","灰塵","塵","粉塵","塵埃","塵土","灰","粉","粉劑","土","坌","花粉","壒","廢品","穢土","撣","撢","拂拭","拂"
"唱歌","唱歌","Singing","歌唱","歌聲","唱工","顫鳴","顫鳴聲"
"珠子","珠子","Bead","珠子","小粒","起泡"
"褲襪","褲襪","Tights"
"洛克希德p-3獵戶座","洛克希德p-3獵戶座","Lockheed p-3 orion"
"我看著他","我看著他","Kimjongilia"
"未來","未來","Future","未來","將來","前途","前程","未來的"
"鳥","鳥","Bird","鳥","雀"
"大灰貓頭鷹","大灰貓頭鷹","Great grey owl"
"停車收費表","停車收費表","Parking meter"
"公用電話","公用電話","Payphone"
"紅綠燈","紅綠燈","Traffic light","紅綠燈","紅燈"
"現代藝術","現代藝術","Modern art"
"菊苣","菊苣","Chicory","菊苣根"
"月桂葉","月桂葉","Bay leaf"
"結婚戒指","結婚戒指","Wedding ring"
"水資源","水資源","Water resources"
"石油鑽機","石油鑽機","Oil rig"
"測距儀","測距儀","Rangefinder","測距儀"
"小s","小s","Brassicales"
"山毛櫸","山毛櫸","Beech","櫸木"
"沙拉三明治","沙拉三明治","Falafel"
"下巴","下巴","Barbie"
"歐元蘭開斯特","歐元蘭開斯特","Avro lancaster"
"菜花","菜花","Cauliflower","花椰菜","菜花"
"阻塞","阻塞","Clog","阻塞","障礙","梗塞","屐","阻礙","木底鞋"
"牛角包","牛角包","Croissant"
"黃瓜","黃瓜","Cucumber","黃瓜","胡瓜"
"蘿蔔","蘿蔔","Radish","蘿蔔","蘿","水蘿蔔"
"無線電鐘","無線電鐘","Radio clock"
"台球","台球","Billiards","台球","彈子"
"飛機","飛機","Plane (Plant)"
"非洲灰","非洲灰","African grey"
"噴氣式飛機","噴氣式飛機","Jet aircraft","噴氣式飛機"
"空客A320系列","空客A320系列","Airbus a320 family"
"空客A330","空客A330","Airbus a330"
"脫掉","脫掉","Takeoff","模仿","漫畫","滑稽模仿"
"食用色素","食用色素","Food coloring"
"空客","空客","Airbus"
"金屬探測器","金屬探測器","Metal detector"
"跑道","跑道","Runway (Aviation)"
"指根","指根","Fingerroot"
"握手","握手","Handshake"
"手牽著手","手牽著手","Holding hands"
"烏拉瑪","烏拉瑪","Ulama"
"毛巾","毛巾","Towel","毛巾","巾","帨"
"漂流","漂流","Rafting","楂"
"海帶","海帶","Kelp","海帶"
"彩彈射擊","彩彈射擊","Paintball"
"火烈鳥","火烈鳥","Flamingo"
"鱷梨","鱷梨","Avocado","鱷梨"
"管狀鐘","管狀鐘","Tubular bell"
"甜酒","甜酒","Mulled wine"
"有氧運動","有氧運動","Aerobics"
"公園","公園","Park","公園","園林","苑","囿","停放","停車","寄"
"皮澤爾","皮澤爾","Pizzelle"
"蝴蝶乳草","蝴蝶乳草","Butterfly milkweed"
"娃娃","娃娃","Doll","娃娃","玩偶","洋娃娃","娃","玩具娃娃","裝","飾"
"隊","隊","Squad","隊","班"
"軍士","軍士","Non-commissioned officer","軍士"
"比目魚","比目魚","Halibut"
"廠","廠","Factory","廠","工廠","廠家","廠子"
"河三角洲","河三角洲","River delta"
"豆腐","豆腐","Agedashi tofu"
"老師","老師","Dashi"
"手機","手機","Smartphone"
"好的","好的","Okay","好!","行!","對!"
"荊棘","荊棘","Bramble","荊棘","虆","荊","藟"
"碎石","碎石","Gravel","碎石","礫石","砂礫","礫","砂","鋪碎石"
"沙布杜什","沙布杜什","Shadbush"
"煎蛋捲","煎蛋捲","Omelette"
"臥式自行車","臥式自行車","Recumbent bicycle"
"冰屋","冰屋","Igloo","雪屋"
"圓頂","圓頂","Dome (Architecture)"
"葡萄園","葡萄園","Vineyard","葡萄園"
"畢業","畢業","Graduation","畢業","畢業典禮","刻度","級配"
"儀式","儀式","Ceremony","儀式","典禮","式","禮","禮儀","禮節","儀","典"
"成人","成人","Adult","成人","成年","人","成年者","成人","大人"
"福音音樂","福音音樂","Gospel music"
"土撥鼠","土撥鼠","Groundhog"
"泉東","泉東","Quandong"
"生澀的","生澀的","Jerky","生澀的","抽筋的","抽筋性的"
"海山","海山","Seamount","海山"
"瓷","瓷","Porcelain","瓷","瓷器","磁","精美的"
"牛仔","牛仔","Cowboy","牛仔","牧童","牧牛者"
"教授","教授","Professor","教授"
"道格拉斯DC-3","道格拉斯DC-3","Douglas dc-3"
"莉莉一家","莉莉一家","Lily family"
"巧克力牛奶","巧克力牛奶","Chocolate milk"
"編輯中","編輯中","Editing","發佈"
"柏油碎石","柏油碎石","Tarmac"
"老師","老師","Guru"
"桑","桑","Mulberry","桑","桑樹","椹","葚","紫紅色","桑木","深紫紅色"
"像這樣","像這樣","Sassafras","黃樟"
"旅行車","旅行車","Station wagon"
"手銬","手銬","Handcuffs","杻"
"熟食","熟食","Delicatessen"
"退伍軍人節","退伍軍人節","Veterans day"
"光度計","光度計","Light meter"
"眼鏡王蛇","眼鏡王蛇","King cobra"
"頭骨","頭骨","Skull","頭骨","顱骨","顱","腦殼","囟","髑","髏","髑髏"
"花雞","花雞","Brambling","花雞"
"福特英格蘭","福特英格蘭","Ford anglia"
"排版","排版","Typesetting","排版"
"形狀","形狀","Shape","形狀","形","外形","狀","形態","形式","樣子","樣","型鋼","倣形","象","侀","型狀","塑造","塑"
"枝條","枝條","Twig","枝條","枝","條","樹條","嫩枝","注意"
"沼澤","沼澤","Marsh","沼澤","沼澤地","蕩","睾"
"普羅旺斯草藥","普羅旺斯草藥","Herbes de provence"
"快樂","快樂","Happy","快樂","高興","幸福","倖福","愉快","歡樂","樂","美滿","快活","美好","痛快","喜","欣喜","喜悅","歡","甜蜜","快","悅","訢","欣","怡","陶陶","暢","有福氣","忻","懌","陶","懨","逌","哿","咍","邴","姁"
"布扎卡西","布扎卡西","Buzkashi"
"鐮子湖","鐮子湖","Kamaboko"
"花瓣","花瓣","Petal","花瓣","瓣"
"絨面革","絨面革","Suede","鞣"
"瓜","瓜","Melon","瓜","甜瓜"
"菠菜","菠菜","Spinach","菠菜","菠","胡說八道"
"露莓","露莓","Dewberry"
"雛菊花","雛菊花","Margarita"
"糧食","糧食","Grain","糧食","顆粒","粒","糧","紋","紋理","穀","谷","穀類","禾","食糧","粟","料"
"聖帕特里克節","聖帕特里克節",'''"Saint patrick''''s day"'''
"杜松","杜松","Juniper"
"聖灰星期三","聖灰星期三","Ash Wednesday"
"旺季週四","旺季週四","Maundy thursday"
"聖誕賀卡","聖誕賀卡","Christmas card"
"筆記本","筆記本","Notebook","筆記本","本子","簿","簿子"
"博美犬","博美犬","Pomeranian"
"哈巴狗","哈巴狗","Pug","足跡","哈","獅子鼻","泥料","拌","跟蹤追尋"
"逮捕","逮捕","Arrest","逮捕","拘捕","阻止","拘","抓","捉拿","逮","捕","扣留","扣","擒拿","禁","捕拿","逮捕","拘留"
"水手","水手","Sailor","水手","海員"
"雲杉","雲杉","Spruce","云衫","俏的"
"冷杉","冷杉","Fir"
"山楂樹","山楂樹","Hawthorn","楂","柤"
"減震器","減震器","Shock absorber"
"輻","輻","Spoke","輻"
"香武","香武","Shiitake"
"健身房","健身房","Gym","健身房","體育館"
"吉普賽蛾","吉普賽蛾","Gypsy moth"
"創作歌手","創作歌手","Singer-songwriter"
"公共事業","公共事業","Public utility"
"番石榴","番石榴","Guava"
"倡導","倡導","Advocacy","擁護","鼓吹"
"聖誕場景","聖誕場景","Nativity scene"
"山貓","山貓","Bobcat"
"圖亞","圖亞","Thuya"
"小馬丁·路德·金","小馬丁·路德·金","Martin Luther King Jr. Day"
"教堂","教堂","Chapel","教堂","禮拜堂"
"陽台","陽台","Balcony","陽台","陽臺","涼台","樓廳"
"醋栗","醋栗","Gooseberry","醋栗","醋栗酒"
"坐墊","坐墊","Cushion","緩衝","墊","坐墊","墊子","茵","填料","坐墊","加墊褥"
"洗衣機","洗衣機","Washing machine","洗衣機"
"乾洗","乾洗","Dry cleaning","乾洗"
"手套","手套","Glove","手套","戴手套"
"黑膠唱片","黑膠唱片","Vinyl record"
"膽量","膽量","Guts","膽","膽量","膽子"
"蜱","蜱","Tick","蜱","壁虱","信用","抽搐","抽筋","滴答聲","劃勾","勾","過","滴滴答答的響"
"襪","襪","Stocking","襪","長襪","襪子"
"帶","帶","Belt","帶","腰帶","帶子","縚"
"豐田Celica","豐田Celica","Toyota celica"
"浦昌","浦昌","Pouchong"
"格子佈","格子佈","Plaid","格子花呢的","格子花呢","格子花呢披肩"
"設得蘭群島小馬","設得蘭群島小馬","Shetland pony"
"聖誕餅乾","聖誕餅乾","Christmas cracker"
"三輪車","三輪車","Tricycle"
"波音","波音","Boeing"
"DVD播放機","DVD播放機","Dvd player","DVD播放機"
"洛克希德T-33","洛克希德T-33","Lockheed t-33"
"阿克瓦維特","阿克瓦維特","Akvavit"
"膠帶","膠帶","Gaffer tape"
"氣槍","氣槍","Airsoft"
"小麥啤酒","小麥啤酒","Wheat beer","麥啤"
"鏡頭光暈","鏡頭光暈","Lens flare"
